,year,category,date_awarded,prize_amount,prize_amount_adjusted,top_motivation,laureate_id,motivation,portion
225,1938,Physics,1938-11-10,155077,5745118,,46,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",1
226,1938,Physiology or Medicine,1939-10-26,155077,5745118,,333,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,1
227,1939,Chemistry,1939-11-09,148822,5346318,,199,for his work on sex hormones,1/2
228,1939,Chemistry,1939-11-09,148822,5346318,,200,for his work on polymethylenes and higher terpenes,1/2
229,1939,Literature,1939-11-10,148822,5346318,,613,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,1
230,1939,Peace,1939-10-01,148822,5346318,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
231,1939,Physics,1939-11-09,148822,5346318,,47,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",1
232,1939,Physiology or Medicine,1939-10-26,148822,5346318,,334,for the discovery of the antibacterial effects of prontosil,1
233,1940,Chemistry,,138570,4439858,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
234,1940,Literature,,138570,4439858,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
235,1940,Peace,,138570,4439858,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
236,1940,Physics,,138570,4439858,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
237,1940,Physiology or Medicine,,138570,4439858,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
238,1941,Chemistry,,131496,3711631,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
239,1941,Literature,,131496,3711631,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
240,1941,Peace,,131496,3711631,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
241,1941,Physics,,131496,3711631,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
242,1941,Physiology or Medicine,,131496,3711631,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
243,1942,Chemistry,,131891,3474595,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
244,1942,Literature,,131891,3474595,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
245,1942,Peace,,131891,3474595,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
246,1942,Physics,,131891,3474595,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
247,1942,Physiology or Medicine,,131891,3474595,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
248,1943,Chemistry,1944-11-09,123691,3187732,,201,for his work on the use of isotopes as tracers in the study of chemical processes,1
249,1943,Literature,,123691,3187732,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
250,1943,Peace,,123691,3187732,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
251,1943,Physics,1944-11-09,123691,3187732,,48,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,1
252,1943,Physiology or Medicine,1944-10-26,123691,3187732,,335,for his discovery of vitamin K,1/2
253,1943,Physiology or Medicine,1944-10-26,123691,3187732,,336,for his discovery of the chemical nature of vitamin K,1/2
254,1944,Chemistry,1945-11-15,121841,3174561,,202,for his discovery of the fission of heavy nuclei,1
255,1944,Literature,1944-11-09,121841,3174561,,614,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",1
256,1944,Peace,1945-11-12,121841,3174561,,482,for the great work it has performed during the war on behalf of humanity,1
257,1944,Physics,1944-11-09,121841,3174561,,49,for his resonance method for recording the magnetic properties of atomic nuclei,1
258,1944,Physiology or Medicine,1944-10-26,121841,3174561,,337,for their discoveries relating to the highly differentiated functions of single nerve fibres,1/2
259,1944,Physiology or Medicine,1944-10-26,121841,3174561,,338,for their discoveries relating to the highly differentiated functions of single nerve fibres,1/2
260,1945,Chemistry,1945-11-15,121333,3161325,,203,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",1
261,1945,Literature,1945-11-15,121333,3161325,,615,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",1
262,1945,Peace,1945-11-12,121333,3161325,,505,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,1
263,1945,Physics,1945-11-15,121333,3161325,,50,"for the discovery of the Exclusion Principle, also called the Pauli Principle",1
264,1945,Physiology or Medicine,1945-10-25,121333,3161325,,339,for the discovery of penicillin and its curative effect in various infectious diseases,1/3
265,1945,Physiology or Medicine,1945-10-25,121333,3161325,,340,for the discovery of penicillin and its curative effect in various infectious diseases,1/3
266,1945,Physiology or Medicine,1945-10-25,121333,3161325,,341,for the discovery of penicillin and its curative effect in various infectious diseases,1/3
267,1946,Chemistry,1946-11-14,121524,3166301,,204,for his discovery that enzymes can be crystallized,1/2
268,1946,Chemistry,1946-11-14,121524,3166301,,205,for their preparation of enzymes and virus proteins in a pure form,1/4
269,1946,Chemistry,1946-11-14,121524,3166301,,206,for their preparation of enzymes and virus proteins in a pure form,1/4
270,1946,Literature,1946-11-14,121524,3166301,,617,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",1
271,1946,Peace,1946-11-14,121524,3166301,,506,for her lifelong work for the cause of peace,1/2
272,1946,Peace,1946-11-14,121524,3166301,,507,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,1/2
273,1946,Physics,1946-11-14,121524,3166301,,51,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",1
274,1946,Physiology or Medicine,1946-10-31,121524,3166301,,342,for the discovery of the production of mutations by means of X-ray irradiation,1
275,1947,Chemistry,1947-11-13,146115,3685518,,207,"for his investigations on plant products of biological importance, especially the alkaloids",1
276,1947,Literature,1947-11-13,146115,3685518,,618,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",1
277,1947,Peace,1947-10-30,146115,3685518,,508,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",1/2
278,1947,Peace,1947-10-30,146115,3685518,,509,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",1/2
279,1947,Physics,1947-11-13,146115,3685518,,52,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,1
280,1947,Physiology or Medicine,1947-10-23,146115,3685518,,343,for their discovery of the course of the catalytic conversion of glycogen,1/4
281,1947,Physiology or Medicine,1947-10-23,146115,3685518,,344,for their discovery of the course of the catalytic conversion of glycogen,1/4
282,1947,Physiology or Medicine,1947-10-23,146115,3685518,,345,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,1/2
283,1948,Chemistry,1948-11-04,159773,3865528,,208,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",1
284,1948,Literature,1948-11-04,159773,3865528,,619,"for his outstanding, pioneer contribution to present-day poetry",1
285,1948,Peace,1948-10-01,159773,3865528,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
286,1948,Physics,1948-11-04,159773,3865528,,53,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",1
287,1948,Physiology or Medicine,1948-10-28,159773,3865528,,346,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,1
288,1949,Chemistry,1949-11-03,156290,3705636,,209,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",1
289,1949,Literature,1950-11-10,156290,3705636,,620,for his powerful and artistically unique contribution to the modern American novel,1
290,1949,Peace,1949-10-12,156290,3705636,,510,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",1
291,1949,Physics,1949-11-03,156290,3705636,,54,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,1
292,1949,Physiology or Medicine,1949-10-27,156290,3705636,,347,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,1/2
293,1949,Physiology or Medicine,1949-10-27,156290,3705636,,348,for his discovery of the therapeutic value of leucotomy in certain psychoses,1/2
294,1950,Chemistry,1950-11-10,164304,3857077,,210,for their discovery and development of the diene synthesis,1/2
295,1950,Chemistry,1950-11-10,164304,3857077,,211,for their discovery and development of the diene synthesis,1/2
296,1950,Literature,1950-11-10,164304,3857077,,621,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,1
297,1950,Peace,1950-09-22,164304,3857077,,511,for his work as mediator in Palestine in 1948-1949,1
298,1950,Physics,1950-11-10,164304,3857077,,55,for his development of the photographic method of studying nuclear processes and his discoveries regarding mesons made with this method,1
299,1950,Physiology or Medicine,1950-10-26,164304,3857077,,349,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1/3
300,1950,Physiology or Medicine,1950-10-26,164304,3857077,,350,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1/3
301,1950,Physiology or Medicine,1950-10-26,164304,3857077,,351,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",1/3
302,1951,Chemistry,1951-11-15,167612,3396650,,212,for their discoveries in the chemistry of the transuranium elements,1/2
303,1951,Chemistry,1951-11-15,167612,3396650,,213,for their discoveries in the chemistry of the transuranium elements,1/2
304,1951,Literature,1951-11-15,167612,3396650,,622,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,1
305,1951,Peace,1951-11-05,167612,3396650,,512,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,1
306,1951,Physics,1951-11-15,167612,3396650,,56,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,1/2
307,1951,Physics,1951-11-15,167612,3396650,,57,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,1/2
308,1951,Physiology or Medicine,1951-10-18,167612,3396650,,352,for his discoveries concerning yellow fever and how to combat it,1
309,1952,Chemistry,1952-11-06,171135,3220326,,214,for their invention of partition chromatography,1/2
310,1952,Chemistry,1952-11-06,171135,3220326,,215,for their invention of partition chromatography,1/2
311,1952,Literature,1952-11-06,171135,3220326,,623,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,1
312,1952,Peace,1953-10-30,171135,3220326,,513,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",1
313,1952,Physics,1952-11-06,171135,3220326,,58,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,1/2
314,1952,Physics,1952-11-06,171135,3220326,,59,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,1/2
315,1952,Physiology or Medicine,1952-10-23,171135,3220326,,353,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",1
316,1953,Chemistry,1953-11-04,175293,3247029,,216,for his discoveries in the field of macromolecular chemistry,1
317,1953,Literature,1953-10-15,175293,3247029,,624,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,1
318,1953,Peace,1953-10-30,175293,3247029,,514,for proposing and supervising the plan for the economic recovery of Europe,1
319,1953,Physics,1953-11-04,175293,3247029,,60,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",1
320,1953,Physiology or Medicine,1953-10-22,175293,3247029,,354,for his discovery of the citric acid cycle,1/2
321,1953,Physiology or Medicine,1953-10-22,175293,3247029,,355,for his discovery of co-enzyme A and its importance for intermediary metabolism,1/2
322,1954,Chemistry,1954-11-03,181647,3338644,,217,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,1
323,1954,Literature,1954-10-28,181647,3338644,,625,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",1
324,1954,Peace,1955-11-05,181647,3338644,,515,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world,1
325,1954,Physics,1954-11-03,181647,3338644,,61,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",1/2
326,1954,Physics,1954-11-03,181647,3338644,,62,for the coincidence method and his discoveries made therewith,1/2
327,1954,Physiology or Medicine,1954-10-21,181647,3338644,,356,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3
328,1954,Physiology or Medicine,1954-10-21,181647,3338644,,357,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3
329,1954,Physiology or Medicine,1954-10-21,181647,3338644,,358,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3
330,1955,Chemistry,1955-11-02,190214,3390958,,218,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",1
331,1955,Literature,1955-10-27,190214,3390958,,626,for his vivid epic power which has renewed the great narrative art of Iceland,1
332,1955,Peace,,190214,3390958,No Nobel Prize was awarded this year. The prize money was allocated to the Special Fund of this prize section.,,,
333,1955,Physics,1955-11-02,190214,3390958,,63,for his discoveries concerning the fine structure of the hydrogen spectrum,1/2
334,1955,Physics,1955-11-02,190214,3390958,,64,for his precision determination of the magnetic moment of the electron,1/2
335,1955,Physiology or Medicine,1955-10-20,190214,3390958,,359,for his discoveries concerning the nature and mode of action of oxidation enzymes,1
336,1956,Chemistry,1956-11-01,200123,3413609,,219,for their researches into the mechanism of chemical reactions,1/2
337,1956,Chemistry,1956-11-01,200123,3413609,,220,for their researches into the mechanism of chemical reactions,1/2
338,1956,Literature,1956-10-25,200123,3413609,,627,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",1
339,1956,Peace,,200123,3413609,No Nobel Prize was awarded this year. 1/3 of the prize money was allocated to the main fund and 2/3 was allocated to the special fund of this prize section.,,,
340,1956,Physics,1956-11-01,200123,3413609,,65,for their researches on semiconductors and their discovery of the transistor effect,1/3
341,1956,Physics,1956-11-01,200123,3413609,,66,for their researches on semiconductors and their discovery of the transistor effect,1/3
342,1956,Physics,1956-11-01,200123,3413609,,67,for their researches on semiconductors and their discovery of the transistor effect,1/3
343,1956,Physiology or Medicine,1956-10-18,200123,3413609,,360,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3
344,1956,Physiology or Medicine,1956-10-18,200123,3413609,,361,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3
345,1956,Physiology or Medicine,1956-10-18,200123,3413609,,362,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3
346,1957,Chemistry,1957-10-31,208629,3411444,,221,for his work on nucleotides and nucleotide co-enzymes,1
347,1957,Literature,1957-10-17,208629,3411444,,628,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",1
348,1957,Peace,1957-10-03,208629,3411444,,516,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,1
349,1957,Physics,1957-10-31,208629,3411444,,68,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,1/2
350,1957,Physics,1957-10-31,208629,3411444,,69,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,1/2
351,1957,Physiology or Medicine,1957-10-24,208629,3411444,,363,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",1
352,1958,Chemistry,1958-10-28,214559,3346838,,222,"for his work on the structure of proteins, especially that of insulin",1
353,1958,Literature,1958-10-28,214559,3346838,,629,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,1
354,1958,Peace,1958-11-10,214559,3346838,,517,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,1
355,1958,Physics,1958-10-28,214559,3346838,,70,for the discovery and the interpretation of the Cherenkov effect,1/3
356,1958,Physics,1958-10-28,214559,3346838,,721,for the discovery and the interpretation of the Cherenkov effect,1/3
357,1958,Physics,1958-10-28,214559,3346838,,71,for the discovery and the interpretation of the Cherenkov effect,1/3
358,1958,Physiology or Medicine,1958-10-30,214559,3346838,,364,for their discovery that genes act by regulating definite chemical events,1/4
359,1958,Physiology or Medicine,1958-10-30,214559,3346838,,365,for their discovery that genes act by regulating definite chemical events,1/4
360,1958,Physiology or Medicine,1958-10-30,214559,3346838,,366,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,1/2
361,1959,Chemistry,1959-10-26,220678,3419788,,223,for his discovery and development of the polarographic methods of analysis,1
362,1959,Literature,1959-10-22,220678,3419788,,630,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",1
363,1959,Peace,1959-11-05,220678,3419788,,518,for his longstanding contribution to the cause of disarmament and peace,1
364,1959,Physics,1959-10-26,220678,3419788,,72,for their discovery of the antiproton,1/2
365,1959,Physics,1959-10-26,220678,3419788,,73,for their discovery of the antiproton,1/2
366,1959,Physiology or Medicine,1959-10-15,220678,3419788,,367,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,1/2
367,1959,Physiology or Medicine,1959-10-15,220678,3419788,,368,for their discovery of the mechanisms in the biological synthesis of ribonucleic acid and deoxyribonucleic acid,1/2
368,1960,Chemistry,1960-11-03,225987,3369907,,224,"for his method to use carbon-14 for age determination in archaeology, geology, geophysics, and other branches of science",1
369,1960,Literature,1960-10-26,225987,3369907,,631,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,1
370,1960,Peace,1961-10-23,225987,3369907,,519,for his non-violent struggle against apartheid,1
371,1960,Physics,1960-11-03,225987,3369907,,74,for the invention of the bubble chamber,1
372,1960,Physiology or Medicine,1960-10-20,225987,3369907,,369,for discovery of acquired immunological tolerance,1/2
373,1960,Physiology or Medicine,1960-10-20,225987,3369907,,370,for discovery of acquired immunological tolerance,1/2
374,1961,Chemistry,1961-11-02,250233,3639892,,225,for his research on the carbon dioxide assimilation in plants,1
375,1961,Literature,1961-10-26,250233,3639892,,633,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,1
376,1961,Peace,1961-10-23,250233,3639892,,520,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",1
377,1961,Physics,1961-11-02,250233,3639892,,75,for his pioneering studies of electron scattering in atomic nuclei and for his thereby achieved discoveries concerning the structure of the nucleons,1/2
378,1961,Physics,1961-11-02,250233,3639892,,76,for his researches concerning the resonance absorption of gamma radiation and his discovery in this connection of the effect which bears his name,1/2
379,1961,Physiology or Medicine,1961-10-19,250233,3639892,,371,for his discoveries of the physical mechanism of stimulation within the cochlea,1
380,1962,Chemistry,1962-11-01,257220,3587462,,226,for their studies of the structures of globular proteins,1/2
381,1962,Chemistry,1962-11-01,257220,3587462,,227,for their studies of the structures of globular proteins,1/2
382,1962,Literature,1962-10-05,257220,3587462,,634,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",1
383,1962,Peace,1963-10-10,257220,3587462,,217,for his fight against the nuclear arms race between East and West,1
384,1962,Physics,1962-11-01,257220,3587462,,77,"for his pioneering theories for condensed matter, especially liquid helium",1
385,1962,Physiology or Medicine,1962-10-18,257220,3587462,,372,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,1/3
386,1962,Physiology or Medicine,1962-10-18,257220,3587462,,373,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,1/3
387,1962,Physiology or Medicine,1962-10-18,257220,3587462,,374,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,1/3
388,1963,Chemistry,1963-11-05,265000,3590371,,228,for their discoveries in the field of the chemistry and technology of high polymers,1/2
389,1963,Chemistry,1963-11-05,265000,3590371,,229,for their discoveries in the field of the chemistry and technology of high polymers,1/2
390,1963,Literature,1963-10-24,265000,3590371,,635,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",1
391,1963,Peace,1963-10-10,265000,3590371,,482,for promoting the principles of the Geneva Convention and cooperation with the UN,1/2
